2569639,290.19498,37.83716,10.647
2437692,290.2442805,37.79458,11.244
2438368,290.3089995,37.78274,11.523
2570370,290.27352,37.86458,11.667
2437688,290.2435245,37.799308,11.893
2570146,290.2454895,37.84428,12.142
2297357,290.18466,37.66594,12.167
2437999,290.2717635,37.786733,12.2
2438421,290.3169105,37.77952,12.385
2569367,290.164578,37.839653,12.4
2569926,290.221542,37.838547,12.437
2437446,290.2257885,37.767056,12.473
2707985,290.2537395,37.92691,12.481
2437962,290.2676475,37.768456,12.494
2438757,290.3681595,37.78486,12.556
2570490,290.2880895,37.81066,12.571
2438052,290.27664,37.7801,12.586
2437171,290.20716,37.72852,12.598
2569641,290.1950385,37.811942,12.622
2437028,290.197914,37.79205,12.641
2437191,290.2084605,37.79117,12.644
2569516,290.1823995,37.81876,12.661
2437756,290.249364,37.747564,12.68
2570715,290.3214195,37.80109,12.699
2437450,290.2259475,37.767356,12.7
2570032,290.23419,37.87181,12.738
2437220,290.210709,37.724925,12.775
2568982,290.11269,37.84291,12.834
2570090,290.239953,37.8027,12.86
2568912,290.09754,37.82309,12.878
2437299,290.2160025,37.779831,12.93
2436683,290.1706755,37.773428,12.99
2436658,290.1675135,37.733461,12.997
2437323,290.218386,37.777408,13.04
2436866,290.1857115,37.787744,13.088
2569935,290.2224405,37.80783,13.115
2438003,290.2720905,37.7324,13.124
2437496,290.2295805,37.78785,13.129
2437519,290.231367,37.779331,13.13
2570108,290.24199,37.88171,13.164
2437234,290.2115895,37.77601,13.173
2568654,290.0465805,37.83007,13.176
2436791,290.179941,37.752039,13.186
2437575,290.2353975,37.755242,13.2
2436524,290.156334,37.781819,13.22
2438272,290.29746,37.71637,13.223
2437313,290.217708,37.792183,13.258
2436457,290.14935,37.70715,13.264
2437530,290.231967,37.778864,13.28
2570400,290.2769775,37.864319,13.28
2437648,290.240253,37.788133,13.287
2437965,290.2677795,37.78854,13.317
2437682,290.2429305,37.798283,13.34
2570226,290.2537305,37.837961,13.36
2569204,290.1466305,37.8161,13.363
2437742,290.2482855,37.755994,13.39
2570870,290.34777,37.83423,13.412
2437130,290.2044,37.740228,13.49
2436354,290.138919,37.775206,13.494
2438758,290.3684115,37.796111,13.5
2436884,290.18691,37.77265,13.522
2438108,290.28078,37.743814,13.531
2437340,290.2191495,37.74116,13.533
2568888,290.0935395,37.86151,13.544
2438827,290.3813115,37.768256,13.55
2570760,290.32923,37.82611,13.557
2570505,290.28954,37.88817,13.558
2437122,290.203845,37.740108,13.573
2437476,290.2279035,37.7516,13.573
2437775,290.2510635,37.788156,13.589
2570002,290.230509,37.81643,13.597
2438139,290.28363,37.79706,13.598
2437579,290.2356465,37.755719,13.605
2570536,290.29422,37.83038,13.614
2569137,290.13861,37.83677,13.644
2436337,290.1368775,37.700711,13.662
2569714,290.2026525,37.801286,13.669
2437562,290.234133,37.707678,13.672
2438662,290.3515785,37.772614,13.674
2437257,290.2132275,37.775397,13.675
2437693,290.244486,37.785414,13.689
2437252,290.2127115,37.767825,13.693
2569078,290.12886,37.81252,13.696
2437487,290.2290495,37.782431,13.707
2570469,290.28429,37.80973,13.712
2436117,290.10576,37.77857,13.717
2436988,290.1951615,37.776469,13.727
2436897,290.1875745,37.787536,13.73
2436615,290.164461,37.786714,13.742
2437429,290.224794,37.764294,13.748
2438043,290.2752195,37.788636,13.767
2438070,290.27778,37.78933,13.771
2568989,290.1142635,37.845125,13.808
2436718,290.173161,37.731053,13.812
2568717,290.06097,37.83071,13.816
2569634,290.194497,37.812203,13.827
2707903,290.23434,37.91857,13.843
2570466,290.283942,37.818081,13.857
2437267,290.2140405,37.77514,13.866
2437737,290.2480695,37.747206,13.882
