Kepler_ID,RA (J2000),Dec (J2000),Teff,kepmag
5024381,295.3126095,40.13669,5988,18.237
5024382,295.3126695,40.11385,5006,16.864
5024383,295.312728,40.15028,,
5024384,295.31277,40.15574,5323,17.934
5024385,295.3128975,40.126811,,14.68
5024386,295.312953,40.149661,,17.855
5024387,295.31298,40.16042,6234,15.703
5024388,295.3130205,40.18263,6315,15.317
5024389,295.31328,40.11536,5360,17.957
5024390,295.3132905,40.185577,,
5024391,295.31331,40.13542,6280,16.728
5024392,295.313322,40.116394,,18.232
5024393,295.313409,40.12725,5792,16.178
5024394,295.31361,40.19067,6020,16.598
5024395,295.3137405,40.10481,6537,16.157
5024396,295.313811,40.159958,,14.097
5024397,295.313934,40.110453,,18.149
5024398,295.31445,40.15901,6096,15.59
5024399,295.3144515,40.176598,,
5024400,295.3145835,40.113106,,19.052
5024401,295.3146195,40.1421,6260,15.869
5024402,295.31484,40.16675,6146,16.198
5024403,295.3149,40.16329,6099,15.778
5024404,295.3151805,40.16959,4895,12.918
5024405,295.3156395,40.19332,4961,13.683
5024406,295.31574,40.11855,6293,15.362
5024407,295.3158105,40.13969,6017,15.708
5024408,295.315839,40.14598,5604,17.653
5024409,295.3159005,40.13205,6375,17.834
5024410,295.3160595,40.18977,7154,12.665
5024411,295.316259,40.122836,,18.197
5024412,295.3163595,40.17575,6060,15.609
5024413,295.31637,40.121192,,17.432
5024414,295.316379,40.18652,5108,12.705
5024415,295.316418,40.172829,,
5024416,295.3164885,40.112033,,20.13
5024417,295.3165545,40.182034,,
5024418,295.31661,40.14459,6058,16.34
5024419,295.31664,40.10362,6057,16.592
5024420,295.31667,40.18333,5947,14.35
5024421,295.31667,40.17679,6107,15.257
5024422,295.3167225,40.146542,,15.304
5024423,295.31694,40.14208,6098,15.586
5024424,295.3170915,40.139369,,14.461
5024425,295.3171365,40.1451,,14.91
5024426,295.31727,40.17096,4904,15.454
5024427,295.3174785,40.139153,,14.46
5024428,295.317492,40.144764,,14.432
5024429,295.3175205,40.19064,5943,14.943
5024430,295.3176345,40.17437,,
5024431,295.3177275,40.136197,,18.617
5024432,295.3180695,40.14617,5963,17.015
5024433,295.31808,40.1047,6999,13.758
5024434,295.31814,40.13875,6282,15.457
5024435,295.31817,40.14442,4942,16.709
5024436,295.3183005,40.156967,,
5024437,295.3183305,40.16893,5749,16.936
5024438,295.3183695,40.18009,5951,14.677
5024439,295.318569,40.135139,,18.857
5024440,295.3187805,40.19818,6033,15.653
5024441,295.3188105,40.10852,6307,15.667
5024442,295.318947,40.154761,,18.442
5024443,295.3197195,40.138268,,
5024444,295.3198395,40.16698,6220,15.368
5024445,295.3201125,40.172028,,
5024446,295.3201725,40.128728,,18.34
5024447,295.3201995,40.12432,6114,14.98
5024448,295.3202205,40.19539,5829,15.753
5024449,295.3202805,40.1337,,16.86
5024450,295.32078,40.18736,5945,15.063
5024451,295.3208205,40.14646,5937,15.791
5024452,295.3208205,40.14355,5499,18.088
5024453,295.3208805,40.17002,6328,15.376
5024454,295.3209,40.17634,6211,13.662
5024455,295.3209,40.10111,6756,14.79
5024456,295.32105,40.181079,,11.08
5024457,295.321062,40.192654,,
5024458,295.3215105,40.13474,6955,18.35
5024459,295.3215495,40.15788,6097,15.985
5024460,295.3215645,40.195036,,12.709
5024461,295.3216005,40.19508,6021,15.736
5024462,295.321914,40.129633,,18.777
5024463,295.32195,40.19091,5868,15.07
5024464,295.3222005,40.16821,5973,14.959
5024465,295.3222995,40.111914,,18.4
5024466,295.3225605,40.13695,5992,16.19
5024467,295.32258,40.16253,6060,15.312
5024468,295.3227555,40.184314,,12.79
5024469,295.3231005,40.19287,5950,15.463
5024470,295.32336,40.17831,3217,10.083
5024471,295.32339,40.16417,6285,15.601
5024472,295.3235025,40.175316,,16.03
5024473,295.3236645,40.139356,,17.645
5024474,295.323756,40.123278,,18.015
5024475,295.3239,40.19724,5536,17.121
5024476,295.3240005,40.1544,5007,12.552
5024477,295.324182,40.179997,,14.45
5024478,295.32444,40.16604,4964,18.114
5024479,295.3246995,40.10295,6574,16.211
5024480,295.32495,40.19476,5774,15.777
5024481,295.324989,40.141742,,18.01
5024482,295.325019,40.187578,,12.203
5024483,295.3250655,40.188782,,
5024484,295.3251855,40.122019,,18.289
5024485,295.3253805,40.16073,5739,16.907
5024486,295.32549,40.1436,5686,17.152
5024487,295.32552,40.16063,5797,17.039
5024488,295.32585,40.11553,5310,18.282
5024489,295.32606,40.19298,6040,15.123
5024490,295.3260945,40.179241,,15.53
5024491,295.326117,40.106075,,16.444
5024492,295.3261695,40.13813,5628,15.12
5024493,295.3261695,40.11783,5982,14.853
5024494,295.32624,40.13118,6261,15.379
5024495,295.3263195,40.12793,5268,18.018
5024496,295.32645,40.14081,5703,17.107
5024497,295.32648,40.14651,6045,14.738
5024498,295.32657,40.15355,6146,15.059
5024499,295.3266585,40.109556,,18.462
5024500,295.3266795,40.14249,4663,17.2
5024501,295.326861,40.112733,,18.074
5024502,295.32696,40.1853,4984,16.32
5024503,295.3269795,40.12443,6246,15.819
5024504,295.3272705,40.19054,4229,17.076
5024505,295.327353,40.113189,,17.09
5024506,295.32765,40.19313,5714,15.121
5024507,295.3276995,40.12662,5265,17.933
5024508,295.3277895,40.113553,,17.501
5024509,295.32798,40.13802,5749,16.26
5024510,295.3279875,40.18425,,
5024511,295.32804,40.19521,4563,12.313
5024512,295.3281795,40.19854,4987,13.374
5024513,295.32855,40.152053,,18.071
5024514,295.3285965,40.138264,,14.245
5024515,295.3285995,40.11619,5537,17
5024516,295.32861,40.16649,5187,15.356
5024517,295.32891,40.19468,4735,13.028
5024518,295.328916,40.137592,,19.69
5024519,295.329039,40.162501,,14.615
5024520,295.329279,40.119,5783,16.964
5024521,295.3294365,40.151414,,17.84
5024522,295.3296795,40.13901,6488,17.024
5024523,295.3297695,40.1476,6064,15.025
5024524,295.32996,40.15913,5061,13.815
5024525,295.3302195,40.10777,5623,17.449
5024526,295.330581,40.172519,,16.983
5024527,295.3306005,40.10361,5743,15.9
5024528,295.3306095,40.195234,,16.52
5024529,295.3307025,40.190303,,15.91
5024530,295.3308195,40.15697,5926,17.033
5024531,295.3310265,40.173931,,14.536
5024532,295.33116,40.19091,6193,17.806
5024533,295.33116,40.11516,5560,17.285
5024534,295.3313895,40.19749,6102,16.761
5024535,295.3315035,40.144567,,18.12
5024536,295.331595,40.169425,,17.504
5024537,295.3319445,40.154819,,
5024538,295.3322295,40.16184,6136,15.269
5024539,295.3322445,40.169414,,16.85
5024540,295.332342,40.187097,,16.89
5024541,295.33257,40.19981,5308,15.599
5024542,295.3326285,40.144047,,19.049
5024543,295.3327665,40.177909,,14.172
5024544,295.33278,40.15268,5956,15.227
5024545,295.33287,40.13396,5838,16.866
5024546,295.33332,40.14073,4841,15.153
5024547,295.3333305,40.171131,,
5024548,295.3337505,40.13133,6099,15.964
5024549,295.333989,40.13479,6053,15.12
5024550,295.33416,40.11748,6043,15.447
5024551,295.3342395,40.156982,,
5024552,295.3344105,40.16854,5783,14.725
5024553,295.33446,40.17933,5734,17.006
5024554,295.33452,40.18734,6506,15.529
5024555,295.33455,40.11057,5667,17.561
5024556,295.33455,40.14036,6063,14.791
5024557,295.33464,40.16989,5604,14.616
5024558,295.3346505,40.19206,5549,16.926
5024559,295.3348245,40.178806,,13.581
5024560,295.3349595,40.12791,5286,17.927
5024561,295.3352475,40.190692,,16.816
5024562,295.33539,40.19417,6429,16.308
5024563,295.33548,40.11238,5844,17.248
5024564,295.33563,40.19016,6110,18.079
5024565,295.335714,40.191447,,15.55
5024566,295.335744,40.123081,,19.126
5024567,295.33593,40.15539,6470,16.279
5024568,295.3360005,40.126003,,18.784
5024569,295.3363755,40.155875,,14.27
5024570,295.3364805,40.10212,7973,17.089
5024571,295.3365,40.15839,4720,14.281
5024572,295.3366605,40.15264,6227,17.474
5024573,295.3367295,40.17939,6127,14.868
5024574,295.3372035,40.166817,,
5024575,295.3372695,40.19245,6081,14.838
5024576,295.3373475,40.1259,,19.542
5024577,295.33776,40.16553,5656,16.769
5024578,295.33839,40.15632,7843,14.428
5024579,295.3384395,40.15135,6158,15.073
5024580,295.3387635,40.163964,,17.367
5024581,295.338783,40.1654,,16.6
5024582,295.3389105,40.19922,4953,12.726
5024583,295.33902,40.18339,4771,12.766
5024584,295.3390785,40.182261,,11.02
5024585,295.339203,40.129597,,18.555
5024586,295.3392465,40.112903,,18.211
5024587,295.3392795,40.16737,7127,13.952
5024588,295.3398105,40.18113,6037,15.681
5024589,295.3398495,40.15348,6102,15.218
5024590,295.3399245,40.129075,,18.079
5024591,295.3399605,40.178169,,
5024592,295.340136,40.101194,,17.546
5024593,295.3401525,40.115433,,19.409
5024594,295.34046,40.12861,6276,18.121
5024595,295.3405695,40.13301,6060,16.62
5024596,295.34061,40.10235,6091,15.549
5024597,295.340628,40.118636,,18.046
5024598,295.34067,40.16284,5996,16.003
5024599,295.3407225,40.134319,,14.109
5024600,295.3410495,40.167583,,
5024601,295.3411395,40.19682,4845,12.521
5024602,295.3413525,40.172264,,
5024603,295.3415655,40.182632,,
5024604,295.3416495,40.19369,5515,17.481
5024605,295.34169,40.15034,6039,15.766
5024606,295.3418685,40.180283,,
5024607,295.3419495,40.17115,6046,15.124
5024608,295.3422,40.15446,5585,17.708
5024609,295.3423305,40.11594,5104,17.669
5024610,295.342719,40.103608,,17.98
5024611,295.342911,40.168572,,16.605
5024612,295.34292,40.10531,5539,18.005
5024613,295.3433385,40.104158,,17.859
5024614,295.3433475,40.125133,,19.809
5024615,295.3434,40.18623,6277,15.233
5024616,295.3434255,40.120256,,19.165
5024617,295.34343,40.13822,5750,16.268
5024618,295.34343,40.134575,,18.283
5024619,295.34355,40.11732,5098,17.95
5024620,295.343649,40.195759,,
5024621,295.3439295,40.19043,6095,17.304
5024622,295.34397,40.148764,,15.698
5024623,295.344042,40.185892,,13.261
5024624,295.34424,40.18526,4827,17.198
5024625,295.34436,40.18396,6274,15.233
5024626,295.3444395,40.146197,,18.724
5024628,295.3446195,40.16173,5629,15.653
5024629,295.3447605,40.17686,5765,17.304
5024631,295.345092,40.1482,,15.84
5024632,295.3450965,40.125469,,16.891
5024633,295.3452525,40.197037,,
5024634,295.345383,40.198233,,14.34
5024635,295.345506,40.174194,,17.204
5024636,295.3455495,40.18823,6155,15.048
5024637,295.3456605,40.17249,5907,16.416
5024638,295.34601,40.19882,6108,16.253
5024639,295.346022,40.105558,,18.2
5024640,295.3461,40.17808,6167,15.78
5024641,295.3462905,40.15193,5965,14.812
5024642,295.3465605,40.18097,6132,16.746
5024643,295.3465995,40.119097,,19.618
5024644,295.34682,40.14271,5162,18.421
5024645,295.34682,40.14748,6223,15.826
5024646,295.34691,40.13646,5794,16.892
5024647,295.3469895,40.11275,5700,15.301
5024648,295.3471305,40.169372,,17.723
5024649,295.3472145,40.109986,,19.418
5024650,295.3472805,40.17296,6072,15.105
5024651,295.347336,40.129211,,18.19
5024652,295.3474605,40.18522,6072,15.193
5024653,295.347519,40.17882,6250,15.411
5024654,295.3476195,40.19506,6252,15.248
5024655,295.3477695,40.16269,6254,15.962
5024657,295.347906,40.145571,,16.431
5024658,295.3479915,40.140236,,18.614
5024659,295.3480095,40.18816,5765,16.369
5024660,295.3482585,40.196247,,13.217
5024662,295.3483995,40.165139,,15.472
5024663,295.3483995,40.17721,6407,15.138
5024664,295.3484145,40.197784,,
5024665,295.348572,40.163506,,14.19
5024666,295.34877,40.14786,5193,17.39
5024667,295.34892,40.13367,5877,15.003
5024668,295.34907,40.19662,6275,15.532
5024669,295.3491795,40.185,4729,16.344
5024670,295.34919,40.17908,5491,16.701
5024671,295.34934,40.15626,6438,16.747
5024672,295.34937,40.16426,6233,16.078
5024673,295.34943,40.16196,5816,17.673
5024674,295.3496535,40.166589,,16.687
5024675,295.3497195,40.10843,5163,17.915
5024676,295.35,40.16027,5283,18.014
5024677,295.3501305,40.122197,,16.724
5024678,295.3501365,40.132914,,17.938
5024679,295.350303,40.161472,,17.429
5024681,295.35084,40.13927,5761,15.599
5024682,295.350858,40.135969,,18.628
5024683,295.3510995,40.18782,5913,17.273
5024684,295.3511295,40.1299,6183,15.573
5024685,295.3511595,40.1787,6081,14.87
5024686,295.351167,40.106628,,16.904
5024687,295.351569,40.15205,6297,15.865
5024688,295.3519335,40.117386,,18.547
5024689,295.3519965,40.119586,,19.297
5024690,295.3520835,40.14995,,19.19
5024691,295.352172,40.108175,,15.586
5024693,295.352289,40.10811,6143,15.91
5024695,295.3530495,40.19613,5753,16.659
5024696,295.3530705,40.18225,6045,15.081
5024697,295.35342,40.1876,6194,16.264
5024698,295.353597,40.121833,,18.009
5024699,295.353804,40.128902,,12.059
5024700,295.35399,40.17921,5675,14.305
5024701,295.354581,40.152447,,19.826
5024702,295.3546395,40.15715,,18.257
5024703,295.3546695,40.145164,,19
5024704,295.3546905,40.11169,5334,17.417
5024705,295.3547805,40.19,6270,15.362
5024706,295.3548825,40.180737,,
5024707,295.3550475,40.121894,,17.634
5024708,295.3551405,40.14267,5712,18.11
5024709,295.3553355,40.187406,,17.92
5024710,295.35561,40.15481,5616,14.052
5024711,295.35582,40.167175,,18.925
5024713,295.3559445,40.121794,,18.048
5024714,295.355991,40.161362,,
5024715,295.3563195,40.173192,,19.081
5024716,295.35636,40.1373,5199,17.866
5024717,295.3564005,40.14041,6246,15.741
5024718,295.356414,40.138575,,17.826
5024719,295.35645,40.18102,6391,16.266
5024720,295.35663,40.11689,5404,18.179
5024721,295.356708,40.137558,,19.275
5024722,295.35702,40.17532,6046,16.839
5024723,295.35702,40.15991,6241,14.983
5024724,295.3570995,40.159756,,14.02
5024725,295.357275,40.169214,,19.118
5024726,295.357629,40.17694,5296,17.309
5024727,295.35786,40.1802,6038,16.147
5024728,295.3580025,40.186156,,19.373
5024729,295.3580775,40.180442,,13.458
5024730,295.358169,40.188844,,18.895
5024731,295.35822,40.19773,6029,16.318
5024732,295.358358,40.157175,,18.6
5024734,295.3586685,40.126964,,16.482
5024735,295.3589745,40.180483,,13.655
5024736,295.358991,40.134831,,18.886
5024737,295.35918,40.13188,5161,15.267
5024738,295.35933,40.197456,,14.018
5024740,295.3594005,40.1644,5917,16.372
5024741,295.35942,40.16187,6610,16.294
5024742,295.35948,40.18003,5723,16.004
5024743,295.3595115,40.181583,,17.532
5024744,295.3598295,40.11827,5876,17.208
5024745,295.36008,40.198814,,16.524
5024746,295.360125,40.184692,,17.504
5024747,295.3603695,40.14838,6021,16.717
5024748,295.3604745,40.151131,,18.64
5024750,295.360773,40.19494,,11.167
5024751,295.3610835,40.180461,,17.02
5024752,295.3611495,40.19212,6027,16.536
5024753,295.3612695,40.14541,6235,15.322
5024754,295.3613415,40.117839,,18.668
5024755,295.36137,40.1906,5697,17.041
5024756,295.3617225,40.159192,,18.005
5024757,295.3618395,40.157769,,18.934
5024759,295.362411,40.129083,,18.92
5024760,295.3628595,40.1641,5986,15.786
5024761,295.3632,40.19401,5650,15.127
5024762,295.3632195,40.17366,6019,16.751
5024763,295.36362,40.12022,5921,16.964
5024764,295.3638105,40.14943,5812,17.022
5024766,295.364028,40.198239,,15.931
5024767,295.3640505,40.174608,,17.577
5024768,295.3642995,40.18098,5085,16.356
5024770,295.364409,40.190164,,18.696
5024771,295.365195,40.186617,,17.34
5024772,295.36521,40.17347,5983,16.961
5024773,295.36536,40.15406,4532,14.402
5024774,295.3654545,40.188644,,
5024775,295.3659,40.16292,5923,17.012
5024776,295.3659,40.1605,5289,17.144
5024777,295.3660005,40.164186,,17.717
5024778,295.36602,40.14299,5632,16.207
5024779,295.36602,40.14877,6209,15.941
5024780,295.3661505,40.12606,6463,16.401
5024781,295.3662585,40.1635,,16.051
5024782,295.366308,40.175336,,18.752
5024784,295.3665105,40.18928,6472,15.273
5024785,295.36665,40.17848,6157,15.058
5024786,295.3666695,40.15708,5571,17.765
5024787,295.3668285,40.197992,,13.19
5024788,295.36734,40.13094,6336,16.179
5024789,295.367445,40.120908,,18.758
5024790,295.36749,40.18573,5575,18.159
5024791,295.3676595,40.18299,6189,15.066
5024792,295.367706,40.130411,,14.764
5024793,295.367745,40.172878,,19.135
5024794,295.36809,40.1295,4919,16.026
5024795,295.3680915,40.184028,,17.199
5024796,295.368183,40.120064,,18.982
5024797,295.368681,40.184717,,16.624
5024798,295.3688805,40.16092,4760,18.235
5024799,295.369011,40.183614,,16.713
5024800,295.3690305,40.13276,5339,17.873
5024801,295.3691205,40.16406,6239,15.204
5024802,295.36929,40.19934,6068,14.562
5024803,295.369311,40.132906,,16.963
5024804,295.3695495,40.14107,4860,15.351
5024805,295.3696605,40.14548,5821,17.132
5024806,295.36968,40.19666,5439,16.718
5024807,295.36998,40.18366,5307,17.803
5024808,295.37058,40.1915,5688,16.958
5024809,295.370886,40.169053,,19.23
5024810,295.37091,40.15416,4924,17.062
5024811,295.37106,40.12661,5984,15.703
5024812,295.3710795,40.18819,5011,16.428
5024813,295.371879,40.13322,6000,14.686
5024814,295.371903,40.162019,,13.749
5024815,295.3720995,40.12399,5831,15.666
5024817,295.372494,40.161994,,14.126
5024818,295.3725285,40.172964,,18.448
5024819,295.3728555,40.162949,,16.36
5024820,295.3729095,40.14314,6355,16.397
5024821,295.3729215,40.150261,,15.389
5024824,295.3729995,40.16632,6461,15.419
5024825,295.3730205,40.15274,6216,16.309
5024827,295.3730805,40.180581,,18.682
5024828,295.3731525,40.159431,,15.88
5024829,295.37316,40.19437,5199,17.672
5024830,295.3731795,40.18726,4980,17.862
5024831,295.37337,40.16065,6147,15.152
5024832,295.37352,40.14801,5925,16.256
5024833,295.3738275,40.160236,,13.486
5024834,295.3739355,40.129583,,17.24
5024835,295.374123,40.18998,,
5024836,295.3742055,40.155486,,17.844
5024837,295.37424,40.18062,5158,17.906
5024838,295.3742805,40.15267,6228,15.207
5024839,295.37442,40.13329,5717,16.683
5024840,295.3745835,40.190811,,17.682
5024841,295.3747395,40.19249,6418,14.978
5024843,295.3750215,40.137233,,19.103
5024844,295.37508,40.15527,6558,18.463
5024845,295.37511,40.14803,6001,15.406
5024846,295.3753785,40.135592,,17.606
5024847,295.375608,40.168853,,17.926
5024848,295.3758,40.18643,5955,17.786
5024849,295.375929,40.18793,5821,16.758
5024850,295.3759665,40.184544,,17.308
5024851,295.37631,40.15016,4079,11.21
5024852,295.3763805,40.167792,,15.364
5024853,295.3763895,40.16786,6124,16.698
5024854,295.3765005,40.12316,5666,17.63
5024855,295.37676,40.18386,5626,16.902
5024856,295.37751,40.14528,5428,16.946
5024860,295.3779,40.190725,,18.527
5024861,295.377939,40.163411,,15.692
5024862,295.37799,40.16361,5950,16.812
5024863,295.3781595,40.12989,5062,17.694
5024864,295.37817,40.177908,,18.362
5024865,295.37832,40.17384,5882,16.649
5024866,295.3786695,40.17239,5486,17.368
5024867,295.3786935,40.143265,,
5024868,295.378764,40.178306,,16.8
5024869,295.3789605,40.12749,6443,16.163
5024871,295.3792275,40.186803,,19.682
5024872,295.3793205,40.13918,6136,18.113
5024873,295.37946,40.18083,6380,14.948
5024875,295.37979,40.1365,5160,17.208
5024876,295.3799805,40.17874,6418,15.737
5024877,295.3800105,40.183731,,18.6
5024879,295.3802805,40.18212,5672,17.178
5024881,295.3804395,40.19487,6497,16.369
5024882,295.3805055,40.138394,,18.413
5024884,295.380975,40.170306,,18.315
5024885,295.381134,40.164556,,18.822
5024887,295.3814145,40.165417,,18.207
5024888,295.38144,40.13262,5878,16.6
5024889,295.38162,40.12903,6481,15.843
5024890,295.382097,40.191239,,19.576
5024891,295.3824,40.14691,5617,17.113
5024892,295.3825305,40.126145,,15.133
5024894,295.38264,40.17283,5547,17.759
5024895,295.3826805,40.1425,5932,16.941
5024896,295.3827255,40.1458,,18.807
5024897,295.38273,40.1362,5081,18.162
5024898,295.3828515,40.175896,,
5024899,295.3828665,40.148944,,18.728
5024900,295.38288,40.18283,6749,17.758
5024901,295.3829505,40.14635,,15.938
5024902,295.38309,40.19527,6036,17.956
5024903,295.38312,40.164009,,
5024904,295.38321,40.12054,5841,16.629
5024905,295.383231,40.195436,,17.23
5024906,295.383297,40.121406,,17.409
5024907,295.3834695,40.15429,4972,16.658
5024908,295.3834695,40.19708,6261,15.585
5024909,295.383567,40.163553,,14.402
5024911,295.3836225,40.176664,,18.622
5024912,295.3837395,40.12386,5589,17.475
5024913,295.3838385,40.144303,,18.682
5024914,295.3839255,40.161861,,
5024915,295.3839615,40.146111,,18.681
5024917,295.384842,40.191769,,19.302
5024918,295.38495,40.199592,,17.837
5024919,295.384959,40.14068,6481,16.295
5024920,295.385106,40.177669,,19.02
5024922,295.385436,40.192956,,18.091
5024923,295.3855095,40.15216,4070,16.32
5024924,295.38573,40.18109,5478,17.765
5024925,295.385967,40.122156,,17.675
5024926,295.3861365,40.121792,,18.229
5024929,295.3862595,40.17944,6381,16.245
5024930,295.38639,40.13465,5863,17.347
5024931,295.38639,40.15284,6276,14.909
5024932,295.3866195,40.13114,5755,17.727
5024933,295.3868835,40.134222,,16.254
5024935,295.38702,40.14191,5738,17.321
5024936,295.387044,40.144508,,18.531
5024938,295.38723,40.133819,,16.965
5024939,295.3872885,40.187603,,18.556
5024943,295.38915,40.1768,6065,14.854
5024944,295.3893,40.18515,6414,15.494
5024945,295.38945,40.191256,,18.617
5024946,295.3896495,40.19768,5695,17.074
5024947,295.38966,40.15273,4867,17.941
5024948,295.389864,40.192178,,18.607
5024949,295.3899,40.12493,5152,18.081
5024950,295.390269,40.125344,,16.85
5024954,295.390644,40.185623,,
5024955,295.390668,40.159502,,15.882
5024956,295.3909605,40.13181,6266,15.378
5024958,295.39101,40.12601,5872,17.892
5024959,295.3912095,40.14894,6295,17.96
5024960,295.39134,40.18074,6281,15.715
5024961,295.3917405,40.19776,6519,15.93
5024962,295.392645,40.180808,,14.12
5024964,295.392906,40.164344,,16.716
5024965,295.392996,40.189405,,15.03
5024967,295.3935105,40.14617,4836,12.837
5024968,295.3935915,40.12715,,18.866
5024969,295.3936995,40.18062,6446,16.267
5024970,295.3939695,40.19108,6545,16.051
5024971,295.394079,40.18222,5853,17.533
5024972,295.394466,40.181675,,14.9
5024973,295.3945005,40.175353,,19.11
5024976,295.39488,40.18562,6560,16.385
5024979,295.395495,40.16895,,17.291
5024980,295.39596,40.18373,5473,17.557
5024981,295.3960995,40.174364,,18.652
5024983,295.3968195,40.1393,,19.873
5024984,295.39716,40.19609,5026,14.326
5024985,295.39725,40.18697,5322,17.408
5024986,295.3974195,40.14676,5674,16.96
5024988,295.39755,40.18206,6392,15.597
5024989,295.39776,40.18037,6431,16.011
5024990,295.397859,40.180922,,14.793
5024991,295.3978785,40.142964,,15.559
5024993,295.3980165,40.177503,,17.39
5024994,295.3980855,40.139378,,19.11
5024996,295.3985835,40.139644,,18.689
5024997,295.3990605,40.128308,,19.38
5025000,295.3994505,40.14556,6090,17.856
5025001,295.3994565,40.174311,,15.027
5025003,295.39983,40.16215,3752,8.367
5025004,295.3999395,40.172136,,18.987
5025005,295.3999995,40.167944,,17.55
5025006,295.4000865,40.195564,,19.069
5025007,295.400097,40.173522,,13.76
5025009,295.4007165,40.180697,,16.229
5025010,295.4007885,40.132036,,18.661
5025012,295.4017785,40.136989,,18.901
5025015,295.4020725,40.189767,,17.855
5025016,295.4021475,40.145106,,19.414
5025017,295.4023635,40.129622,,18.792
5025018,295.40238,40.13253,4982,16.263
5025019,295.402383,40.184367,,17.461
5025021,295.40346,40.15087,4611,12.884
5025022,295.403544,40.187383,,19.063
5025024,295.40397,40.156006,,16.663
5025025,295.404159,40.129703,,18.037
5025027,295.40421,40.19099,5227,17.499
5025028,295.404336,40.198789,,17.977
5025031,295.404867,40.181883,,18.03
5025032,295.4048805,40.18623,5498,17.456
5025033,295.4049465,40.178694,,18.343
5025035,295.40559,40.17613,5673,18.022
5025036,295.4055915,40.179242,,18.41
5025037,295.4057505,40.18224,4588,18.072
5025039,295.4059605,40.17397,6197,15.802
5025040,295.4062995,40.13861,5508,18.342
5025041,295.4068635,40.132628,,19.44
5025043,295.407006,40.138736,,17.025
5025044,295.40715,40.17568,5923,17.274
5025045,295.4073105,40.14604,5697,17.462
5025046,295.407675,40.139561,,18.1
5025047,295.4077695,40.167139,,18.306
5025048,295.4081055,40.139817,,18.325
5025050,295.4084805,40.18055,6486,15.697
5025051,295.408611,40.146194,,18.079
5025052,295.40886,40.19129,6392,15.051
5025053,295.409028,40.193089,,18.647
5025055,295.4092335,40.182819,,18.188
5025056,295.4092395,40.183194,,18.58
5025057,295.409445,40.161144,,14.277
5025058,295.409478,40.163103,,14.677
5025059,295.4095695,40.13822,5856,17.019
5025060,295.4096055,40.154986,,14.283
5025061,295.409661,40.155833,,17.96
5025062,295.409679,40.13217,5673,16.129
5025063,295.4099295,40.15199,5647,17.375
5025064,295.40997,40.1429,6087,15.233
5025067,295.4106405,40.19832,6512,15.558
5025070,295.4115,40.197583,,13.388
5025071,295.411803,40.165208,,18.44
5025072,295.411956,40.154611,,14.931
5025073,295.412547,40.146044,,17.67
5025074,295.41288,40.13446,5941,15.935
5025075,295.4130285,40.151847,,18.33
5025076,295.4132865,40.182411,,18.519
5025077,295.4133705,40.18574,5019,17.957
5025079,295.41357,40.1901,5521,17.774
5025081,295.41432,40.14579,5188,17.735
5025083,295.414506,40.162422,,17.142
5025085,295.41552,40.17275,5063,17.065
5025087,295.416,40.18743,5476,17.695
5025089,295.41663,40.15925,5571,17.381
5025090,295.41681,40.13841,4384,18.132
5025092,295.417464,40.151894,,19.709
5025093,295.4175705,40.17524,5602,17.151
5025094,295.4176095,40.14832,5716,17.631
5025095,295.4178195,40.193128,,19.468
5025099,295.4195355,40.198564,,18.48
5025100,295.42035,40.14592,5440,17.763
5025101,295.420452,40.186723,,13.635
5025102,295.420542,40.138897,,18.62
5025103,295.420695,40.144194,,18.731
5025104,295.4208165,40.168019,,18.51
5025105,295.42092,40.15324,6445,15.355
5025106,295.4209275,40.140214,,18.594
5025107,295.4210115,40.136808,,18.969
5025108,295.4214615,40.153306,,14.83
5025110,295.4215665,40.178672,,18.268
5025112,295.422372,40.170364,,18.439
5025116,295.4226195,40.14329,6294,16.028
5025118,295.422759,40.147753,,19.197
5025119,295.4227785,40.175447,,18.531
5025121,295.42299,40.18177,5561,15.904
5025122,295.42299,40.1536,5767,17.022
5025123,295.4231055,40.17785,,19.428
5025124,295.4232,40.16266,4315,18.443
5025127,295.423389,40.175858,,18.984
5025128,295.4237775,40.173661,,18.8
5025129,295.423989,40.194867,,17.626
5025132,295.4242005,40.15722,6356,15.121
5025135,295.4245665,40.198031,,18.628
5025136,295.4253,40.14031,6491,16.432
5025137,295.42542,40.14202,5585,17.585
5025138,295.42542,40.19961,4849,18.058
5025139,295.4255085,40.194406,,16.765
5025140,295.4257035,40.162306,,18.676
5025142,295.4258205,40.17976,4934,17.783
5025143,295.4258805,40.15562,5188,17.088
5025144,295.4258895,40.170911,,19.791
5025146,295.42632,40.15204,6380,16.291
5025147,295.42644,40.14811,5239,15.632
5025149,295.42665,40.153992,,17.927
5025150,295.42704,40.15013,6344,15.106
5025151,295.427061,40.175108,,18.416
5025153,295.42767,40.19449,8866,12.892
5025154,295.4276805,40.16831,5987,17.994
5025155,295.4277915,40.189594,,18.884
5025156,295.42782,40.1987,6498,16.187
5025159,295.4280855,40.144533,,18.896
5025160,295.42821,40.18218,6324,16.484
5025161,295.4283105,40.18737,5248,17.792
5025162,295.4290995,40.177192,,12.557
5025163,295.4293725,40.180167,,18.78
5025165,295.4298,40.17795,5816,14.478
5025167,295.430058,40.197561,,17.782
5025168,295.43046,40.15344,4774,14.454
5025171,295.4310495,40.172231,,19.007
5025173,295.4312775,40.197786,,18.97
